accession	gene	description	ppid	organism	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval
A0A075B7D0	IGHV1OR15-1	A0A075B7D0_HUMAN Immunoglobulin heavy variable 1/OR15-1 (non-functional) (Fragment) 	UP000005640	Homo sapiens	-0.4858793149603795	1.1931863451356515	-1.975072168886835	0.0524310428928287	0.37992096902857636	-4.16103869974048	3.0	-1.9723709679312476	0.05237119334547679	0.3978001164475536
A0A075B7D8	IGHV3OR15-7	A0A075B7D8_HUMAN Immunoglobulin heavy variable 3/OR15-7 (pseudogene) (Fragment) 	UP000005640	Homo sapiens	0.18366317417984668	-0.3861243359519155	0.47987719281298447	0.6328959891356079	0.8654393650738	-5.845518260171842	1.0	0.472953711392862	0.6376631313624145	0.8647334171646401
A0A078R1R1	rplQ	A0A078R1R1_PHOVU 50S ribosomal protein L17 	UP000002861	Phocaeicola vulgatus dnLKV7	0.12065029715794658	-0.0029752754382277404	0.4866011909896653	0.6281476244997107	0.8623458746218251	-5.842448987709287	2.0	0.47857472278660074	0.6336773783606897	0.8646178177503254
A0A087WT59	TTR	A0A087WT59_HUMAN Transthyretin 	UP000005640	Homo sapiens	0.2978958482014036	-0.006607492944253749	1.5439768736228199	0.12735968311206836	0.48044235729275414	-4.8455347306268255	12.0	1.605382593975657	0.11274509770355533	0.4738456190187751
A0A087WUD9	SERPING1	A0A087WUD9_HUMAN Serpin family G member 1 	UP000005640	Homo sapiens	-0.5887488035045167	-0.5017131714544351	-1.5570746115639273	0.12421946086383778	0.4791245822657755	-4.82699837523965	1.0	-1.5324419486510474	0.12975375386631788	0.48418179295082375
A0A087WV42	PRH1	A0A087WV42_HUMAN Proline rich protein HaeIII subfamily 1 	UP000005640	Homo sapiens	0.795983194049009	2.1515475275139977	1.3210081113848187	0.19104537956805456	0.5314695118520518	-5.138617747966989	1.0	1.3491401351876178	0.18147899438458714	0.5291641278808905
A0A087WXI2	FCGBP	A0A087WXI2_HUMAN Fc gamma binding protein 	UP000005640	Homo sapiens	-0.16034973595905988	0.8900124168275559	-0.9195670275826368	0.36113668331570536	0.7095123530866861	-5.556314103242407	49.0	-0.9719971646678599	0.3342749123338392	0.6737536027151717
A0A087WZM2	RNASET2	A0A087WZM2_HUMAN Ribonuclease T2 	UP000005640	Homo sapiens	-0.4537597996068782	-0.85903200003702	-0.901559511909116	0.3705583352431704	0.7203861342489606	-5.571655912141701	1.0	-0.9109606932920449	0.3653267267352305	0.7152723325613642
A0A087X0D5	CTSH	A0A087X0D5_HUMAN Cathepsin H 	UP000005640	Homo sapiens	-0.5570618274669166	-1.8933586993730107	-1.4611134459146382	0.14871327237918697	0.5041742648952924	-4.959433734519482	1.0	-1.4393920632127606	0.15433148570629504	0.5076286577971603
A0A087X0R9	SLC3A1	A0A087X0R9_HUMAN Solute carrier family 3 member 1 	UP000005640	Homo sapiens	-0.6499986171686774	0.6959814485826304	-2.1923064299470347	0.03187693347932285	0.32557694510633994	-3.7600690157025856	2.0	-2.195757928831326	0.031300745349601304	0.3108198680218787
A0A0A0MR02	VDAC2	A0A0A0MR02_HUMAN Voltage dependent anion channel 2 (Fragment) 	UP000005640	Homo sapiens	-0.4948952051232506	-1.1409313280358404	-1.3330491397422284	0.18708382326861572	0.5297429283722779	-5.123885811681223	1.0	-1.3090891982186685	0.1946268426615718	0.5325023902933447
A0A0A0MRA3	TTN	A0A0A0MRA3_HUMAN Titin 	UP000005640	Homo sapiens	-0.10461611015889738	0.34033282599493764	-0.4751470629506606	0.6362456318786511	0.8670406159914952	-5.847652000455086	5.0	-0.480575353099182	0.6322613751811972	0.8646178177503254
A0A0A0MRZ8	IGKV3D-11	KVD11_HUMAN Immunoglobulin kappa variable 3D-11 	UP000005640	Homo sapiens	0.5048254335337453	-0.8327705336561698	1.7307062911652689	0.08816176751729805	0.43866264556302415	-4.567705219548645	4.0	1.7668884267894254	0.08144403138979046	0.4312655376449857
A0A0A0MS07	IGHG1	A0A0A0MS07_HUMAN Immunoglobulin heavy constant gamma 1 (Fragment) 	UP000005640	Homo sapiens	1.5240059551914298	1.8238932417299996	3.4317200814254507	0.0010378744758254455	0.10622961705932295	-0.8450192110645753	2.0	3.522352060953101	0.0007433194100136621	0.08265711839351923
A0A0A0MS15	IGHV3-49	HV349_HUMAN Immunoglobulin heavy variable 3-49 	UP000005640	Homo sapiens	-0.03729055458025132	0.8904087110438269	-0.17534537349334955	0.861343320983808	0.9593992743364143	-5.939914762961779	3.0	-0.17245521767927086	0.863558864077322	0.9581572186904664
A0A0A0MSN4	ACE	A0A0A0MSN4_HUMAN Angiotensin-converting enzyme 	UP000005640	Homo sapiens	-0.10986452368609434	-0.19683401510430437	-0.7360271995834018	0.464313415991673	0.8017337245073608	-5.698778068511409	15.0	-0.7685106727799391	0.44467319227089797	0.7819337831989003
A0A0A0MT36	IGKV6D-21	KVD21_HUMAN Immunoglobulin kappa variable 6D-21 	UP000005640	Homo sapiens	0.13992283516961163	0.42714711455645116	0.5221374473618069	0.6033169366627892	0.8557250428176295	-5.8255243824157175	2.0	0.5179774520803256	0.6060467785108465	0.8588405725148874
A0A0A0MT89	IGKJ1	KJ01_HUMAN Immunoglobulin kappa joining 1 	UP000005640	Homo sapiens	-0.5036577395456248	0.2396127156005136	-1.251544160511288	0.21513910902282155	0.5512320028418838	-5.221131968844344	1.0	-1.2403306217382162	0.21884131866985523	0.5581457485341261
A0A0B4J1U7	IGHV6-1	HV601_HUMAN Immunoglobulin heavy variable 6-1 	UP000005640	Homo sapiens	-0.21555153086218082	0.5392219200329206	-0.4406026372494753	0.6609356946337396	0.8747531542191097	-5.862598339633399	1.0	-0.444289330435444	0.6581531665688782	0.8757858549757433
A0A0B4J1V0	IGHV3-15	HV315_HUMAN Immunoglobulin heavy variable 3-15 	UP000005640	Homo sapiens	-0.025177866800117465	0.8835505237705483	-0.11804893030384261	0.9063862342932976	0.9764596217394608	-5.947881285293759	7.0	-0.1208691981222681	0.9041280815284554	0.9757151424014567
A0A0B4J1V1	IGHV3-21	HV321_HUMAN Immunoglobulin heavy variable 3-21 	UP000005640	Homo sapiens	0.4567100235233451	1.1580391614688792	0.937788848555493	0.35176076466836215	0.6984963755557477	-5.5404892612550665	3.0	0.9701928341575569	0.3351672012645205	0.6737536027151717
A0A0B4J1X5	IGHV3-74	HV374_HUMAN Immunoglobulin heavy variable 3-74 	UP000005640	Homo sapiens	0.095664355494397	1.300595325105902	0.31931870477013446	0.7504900083763769	0.9271204117183027	-5.906188020094739	6.0	0.32954706379838483	0.742689838441134	0.921493578296487
A0A0B4J1Y9	IGHV3-72	HV372_HUMAN Immunoglobulin heavy variable 3-72 	UP000005640	Homo sapiens	-0.07814350596934813	-0.228966934235985	-0.17207952980056862	0.8638998203009414	0.9593992743364143	-5.94045240225522	1.0	-0.172499934005623	0.8635238401007008	0.9581572186904664
A0A0B4J231	IGLL5	A0A0B4J231_HUMAN Immunoglobulin lambda like polypeptide 5 	UP000005640	Homo sapiens	0.32622831622425585	2.0523352461717153	0.9722064293393012	0.3344857665296205	0.6808987088230617	-5.509776320671941	8.0	1.011175885099838	0.3152859046111817	0.6565504230854571
A0A0B4J259	LYZ	A0A0B4J259_HUMAN Lysozyme 	UP000005640	Homo sapiens	-0.011589042526141458	0.6511680166321457	-0.03627809808662912	0.971169752577032	0.9871487795846979	-5.953863096415978	3.0	-0.03692332959397366	0.9706473382882023	0.986617769813968
A0A0B4J2D9	IGKV1D-13	KVD13_HUMAN Immunoglobulin kappa variable 1D-13 	UP000005640	Homo sapiens	0.08788045894134844	1.0814821038374722	0.32309080016124375	0.7476445073758573	0.9271204117183027	-5.905041136197286	2.0	0.32100462148702313	0.749127873003619	0.921493578296487
A0A0C4DFQ8	ASAH2	A0A0C4DFQ8_HUMAN Neutral ceramidase 	UP000005640	Homo sapiens	-0.3533833648849725	0.538943073408299	-2.109685096760098	0.03866883692014605	0.3483945628765374	-3.9168414236452347	26.5	-2.2289824555963635	0.028906144484337676	0.2976262283942916
A0A0C4DGB6	ALB	A0A0C4DGB6_HUMAN Albumin 	UP000005640	Homo sapiens	-0.18632800040827302	0.6461082329414359	-0.7797325768953247	0.4383262844514024	0.77953879218188	-5.6676602991667915	4.0	-0.7863384252456909	0.43422492094919296	0.773811077076126
A0A0C4DH24	IGKV6-21	KV621_HUMAN Immunoglobulin kappa variable 6-21 	UP000005640	Homo sapiens	0.24584998566871424	0.22101892459441444	0.5876045128152375	0.5587962176982716	0.8522851204857662	-5.791252701896313	1.0	0.5846501482007458	0.5605930558042962	0.8516113088174554
A0A0C4DH25	IGKV3D-20	KVD20_HUMAN Immunoglobulin kappa variable 3D-20 	UP000005640	Homo sapiens	0.6754750194194004	1.6890318293059081	1.848370029163214	0.06901442063288887	0.37992096902857636	-4.377884396751251	2.0	1.8791849848285562	0.0642274979977783	0.3978001164475536
A0A0C4DH31	IGHV1-18	HV118_HUMAN Immunoglobulin heavy variable 1-18 	UP000005640	Homo sapiens	0.6451630683555137	-1.0701751389791334	1.4023986744853125	0.16546691624655496	0.5297429283722779	-5.03658808388813	2.0	1.4414201570988372	0.15375973991681566	0.5076286577971603
A0A0C4DH36	IGHV3-38	HV338_HUMAN Probable non-functional immunoglobulin heavy variable 3-38 	UP000005640	Homo sapiens	0.22231433706740866	-0.548173633767494	0.715077875923807	0.477074496112724	0.8127898741993571	-5.713068562418824	1.0	0.6847198819606736	0.4956979201260022	0.8259175955743436
A0A0C4DH38	IGHV5-51	HV551_HUMAN Immunoglobulin heavy variable 5-51 	UP000005640	Homo sapiens	-0.357442160557631	0.6108309954389044	-1.5927870361163863	0.11597053292674564	0.4672435964294969	-4.7757225396363605	4.0	-1.5984223303068716	0.11428655033536954	0.4738456190187751
A0A0C4DH41	IGHV4-61	HV461_HUMAN Immunoglobulin heavy variable 4-61 	UP000005640	Homo sapiens	-0.6896930756933117	1.544171325052086	-1.9451820823900292	0.05600071937068079	0.37992096902857636	-4.213342480835664	1.0	-1.89913112886123	0.06151507269461632	0.3978001164475536
A0A0C4DH42	IGHV3-66	HV366_HUMAN Immunoglobulin heavy variable 3-66 	UP000005640	Homo sapiens	0.22826077278794465	2.0009251663546515	0.5028922886718575	0.616708519946563	0.8593732759155113	-5.834836962747612	1.0	0.5041005056839204	0.6157150893686866	0.8601446977110295
A0A0C4DH67	IGKV1-8	KV108_HUMAN Immunoglobulin kappa variable 1-8 	UP000005640	Homo sapiens	-0.635026488805915	-2.2160627040427414	-1.524545239273615	0.13213447263786138	0.48044235729275414	-4.872767801633419	1.0	-1.5162139996903907	0.13380158312794252	0.4883670396777887
A0A0C4DH72	IGKV1-6	KV106_HUMAN Immunoglobulin kappa variable 1-6 	UP000005640	Homo sapiens	-0.0229008937715226	0.9846327731665285	-0.085945862439142	0.9317687899253698	0.9764596217394608	-5.950985392307961	3.0	-0.0864146253177553	0.9313743839398638	0.9763887065499733
A0A0C4DH73	IGKV1-12	KV112_HUMAN Immunoglobulin kappa variable 1-12 	UP000005640	Homo sapiens	0.3413362941671421	-0.07617552837875412	1.1414269997506306	0.25780312873297	0.6151868651310357	-5.343230488518953	3.0	1.1571289500557924	0.2510075345540904	0.5915327984055511
A0A0G2JH46	HLA-DRA	A0A0G2JH46_HUMAN HLA class II histocompatibility antigen, DR alpha chain 	UP000005640	Homo sapiens	0.2041725384931432	0.8873645362808837	0.43634219468337687	0.6640078109204206	0.8748538930610281	-5.8643640941766	1.0	0.43848876745483134	0.6623322996668096	0.8757858549757433
A0A0G2JMB2	IGHA2	A0A0G2JMB2_HUMAN Immunoglobulin heavy constant alpha 2 (Fragment) 	UP000005640	Homo sapiens	0.11717458541012449	1.6546332275097329	0.48791758258299633	0.6272198440633566	0.8623458746218251	-5.841843139383723	4.0	0.4922301223064097	0.624039857151274	0.8646178177503254
A0A0G2JMW3	CDHR5	A0A0G2JMW3_HUMAN Cadherin-related family member 5 	UP000005640	Homo sapiens	-0.18150922368578182	-0.9679239030957362	-0.5154762474773822	0.6079369432701791	0.8593215564303872	-5.8287869206021785	5.0	-0.5325408618222078	0.5959754322300204	0.856233437519099
A0A0G2JR65	MUC2	A0A0G2JR65_HUMAN Mucin-2 	UP000005640	Homo sapiens	-0.1416347889987446	1.3008440937636403	-0.5514135192588152	0.5832061455855837	0.8557250428176295	-5.810693416603326	9.0	-0.5721372308706777	0.5689940131650959	0.8545814760793301
A0A0J9YVZ3	MGAM	A0A0J9YVZ3_HUMAN Maltase-glucoamylase (Fragment) 	UP000005640	Homo sapiens	1.01312973056782	-1.984260978728916	2.060075687442487	0.043324741966202805	0.3564684335648498	-4.008469871243178	1.0	2.078113670497571	0.041229923768852476	0.3331708260774449
A0A0J9YY99	unknown	A0A0J9YY99_HUMAN Ig-like domain-containing protein (Fragment) 	UP000005640	Homo sapiens	0.1967494392320991	-0.9288456928624608	0.722229773433309	0.4726960410552191	0.8111697494651291	-5.708235535718751	4.0	0.7346094751409524	0.4649403296954008	0.8053172065752113
A0A0J9YYC8	PRSS2	A0A0J9YYC8_HUMAN Serine protease 2 	UP000005640	Homo sapiens	0.47941687084867946	2.6877758485566177	1.270911365777558	0.20820667923259478	0.5434878575273366	-5.19855118690892	9.5	1.3262948456075603	0.18889369547316398	0.5291641278808905
A0A0M6WD85	tuf_2	A0A0M6WD85_9FIRM Elongation factor Tu 	UP000018162	[Eubacterium] rectale	-0.3127936565357432	-0.7418186737378369	-1.0845741528253237	0.2820431778983791	0.635862391883234	-5.4020515810382	2.0	-1.0836268028575113	0.28211110151257174	0.63151700133107
A0A0M6WS46	GMD30_02715	A0A0M6WS46_9FIRM Pyruvate, phosphate dikinase 	UP000018230	Roseburia faecis	-0.48590057704517575	-1.2991765559850261	-1.6888742628203093	0.09594744675329389	0.43866264556302415	-4.63246428637349	1.0	-1.5952785652023478	0.11498831255226036	0.4738456190187751
A0A0N7J6S7	rpoC	A0A0N7J6S7_PHOVU DNA-directed RNA polymerase subunit beta' 	UP000002861	Phocaeicola vulgatus dnLKV7	0.613240079738403	-1.5056208393815023	1.2285320887796942	0.22359557069087127	0.5587245184140593	-5.247533642834857	1.0	1.24061940548151	0.21873519387358023	0.5581457485341261
A0A0P0M1X8	BvMPK_1611	A0A0P0M1X8_PHOVU SusD, outer membrane protein 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.3552430933521443	1.0342105182267076	-1.370762311300898	0.17507743138880175	0.5297429283722779	-5.076928955741982	2.0	-1.3549899311846487	0.1796163006831016	0.5285913226230118
A0A0U1RR32	hCG_2039566	A0A0U1RR32_HUMAN Histone H2A 	UP000005640	Homo sapiens	-0.304844117481041	-4.290258943189893	-0.8277481723803444	0.4107862863473509	0.7587946020236782	-5.6314464838650915	1.0	-0.8120715947217941	0.4194016538338815	0.7652931381490954
A0A173TP98	crh	A0A173TP98_9FIRM Phosphocarrier protein HPr 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.19829596833706342	0.7091821302604825	-0.5883314392187661	0.5583111678108682	0.8522851204857662	-5.790849698376652	1.0	-0.5704100746127714	0.5701584004656097	0.8545814760793301
A0A173VE78	rplK	A0A173VE78_9FIRM 50S ribosomal protein L11 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.3809330898160601	0.7849218848811473	-1.4843254561128547	0.14246724639350752	0.49507368121743867	-4.928117180230238	2.0	-1.465656791529115	0.14705368335340696	0.4965076859939661
A0A173W701	groL	A0A173W701_9FIRM Chaperonin GroEL 	UP000095722	Faecalibacterium sp. OM04-11BH	0.15251221293674677	-0.7562836531801822	0.5049710189205593	0.6152556423005726	0.8593732759155113	-5.833847787493866	1.0	0.48117433863710957	0.6318376933653385	0.8646178177503254
A0A173WAM6	paaH	A0A173WAM6_9FIRM 3-hydroxybutyryl-CoA dehydrogenase 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.5527482604402271	0.34204244844808757	-1.5074017201305618	0.13646380581152975	0.4839962801800817	-4.896528392279299	1.0	-1.478060669692623	0.14371109302864543	0.4965076859939661
A0A173WDP6	rbr3B	A0A173WDP6_9FIRM NADH peroxidase 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.027071664479175972	1.2662498700866458	-0.14982943029965567	0.8813545986736158	0.960849327181432	-5.943846533837587	9.0	-0.1539456719348731	0.878079119292853	0.9620742001376315
A0A173WEE6	echA8	A0A173WEE6_9FIRM Enoyl-CoA hydratase 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.2830903475484816	-1.2727787316784331	-0.8883099197624941	0.37758938680495113	0.7264349448565842	-5.5827553698507	1.0	-0.8540025519693618	0.39590886438353945	0.7487256074736325
A0A173WEJ1	etfB	A0A173WEJ1_9FIRM Electron transfer flavoprotein beta subunit/FixA family protein 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.7578402566402601	-0.6342611470080227	-2.4707329184697735	0.01606514285825412	0.25610853360821517	-3.194475860763535	2.0	-2.481656929566512	0.015389002243257437	0.23650982537099846
A0A173XU96	porA	A0A173XU96_9FIRM Pyruvate synthase subunit porA 	UP000095722	Faecalibacterium sp. OM04-11BH	-1.1297650685782923	-2.0418514879231595	-2.4869738500624186	0.01541098657845896	0.25610853360821517	-3.159758256413378	1.0	-2.4931241862222726	0.014939442880382873	0.23650982537099846
A0A173YEU9	qmcA	A0A173YEU9_9FIRM FtsH protease regulator HflK 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.02528935451068426	-1.5542365218828276	-0.09492365846489337	0.9246621193720936	0.9764596217394608	-5.9502156889141045	1.0	-0.08829935673677877	0.9298815336461002	0.9763887065499733
A0A173YH27	gap	A0A173YH27_9FIRM Glyceraldehyde-3-phosphate dehydrogenase 	UP000095722	Faecalibacterium sp. OM04-11BH	-1.2016324820042867	0.8916052319023868	-3.464956977585437	0.0009351992748563858	0.10622961705932295	-0.7539716039893234	1.0	-3.3728753298684073	0.001195168579047172	0.10391029297757284
A0A173YS18	fba	A0A173YS18_9FIRM Fructose-1,6-bisphosphate aldolase, class II 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.4676737978931277	0.7280616855079572	-1.9016355129298856	0.061570509363698456	0.37992096902857636	-4.28827872612917	3.0	-1.898982783494272	0.061534882878358156	0.3978001164475536
A0A173ZCU2	C4N23_12240	A0A173ZCU2_9FIRM NIF system FeS cluster assembly NifU N-terminal domain-containing protein 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.049583728238478904	0.019943457524812528	-0.17545992201332428	0.8612536793115098	0.9593992743364143	-5.9398957221184565	3.0	-0.17719668718432954	0.8598466549601985	0.9581572186904664
A0A173ZDK8	C4N23_12235	A0A173ZDK8_9FIRM GGGtGRT protein 	UP000095722	Faecalibacterium sp. OM04-11BH	0.2554278504347065	0.0650808850618654	0.7017978282623702	0.48526455912732847	0.8151271748483221	-5.721917284094405	1.0	0.6874954525820731	0.4939580927296413	0.8259175955743436
A0A173ZTI4	uxaC	A0A173ZTI4_9FIRM Uronate isomerase 	UP000095722	Faecalibacterium sp. OM04-11BH	0.03093490848072261	-0.3419585685971414	0.11235266453568424	0.9108836721593083	0.9764596217394608	-5.9485033398717615	1.0	0.10522484630969335	0.9164871807967828	0.9763887065499733
A0A174AT94	C4N22_06175	A0A174AT94_9FIRM CxxC-x17-CxxC domain 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.4240146053950537	-0.5260901687936923	-1.2245115822500467	0.22509764770638363	0.5587245184140593	-5.252098484835451	1.0	-1.1917233105304905	0.23724560917729734	0.5710327216561789
A0A174ATZ9	rplD	A0A174ATZ9_9FIRM 50S ribosomal protein L4 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.21846532782287253	-1.6293327026110342	-0.7788523581631995	0.4388410826491519	0.77953879218188	-5.668304378512276	1.0	-0.7321278258456199	0.4664442615542258	0.805413072745806
A0A174AUE1	rplP	A0A174AUE1_9FIRM 50S ribosomal protein L16 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.10693997759069404	0.09019375478211603	-0.5891728862766619	0.5577499642552874	0.8522851204857662	-5.790382590043711	2.0	-0.5517382984453021	0.5828197049085266	0.8545814760793301
A0A174AUX7	rplE	A0A174AUX7_9FIRM 50S ribosomal protein L5 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.7247271822296817	1.6981049827314982	-2.8293134588827242	0.006167692628373856	0.25610853360821517	-2.3858784726851567	1.0	-2.609364244560911	0.011006467265337286	0.23650982537099846
A0A174C7P0	rfbC	A0A174C7P0_9FIRM dTDP-4-dehydrorhamnose 3,5-epimerase 	UP000095722	Faecalibacterium sp. OM04-11BH	-0.15046251739038285	0.8399385444455825	-0.22472033200523736	0.822888824948761	0.9591743955377591	-5.930556402752964	1.0	-0.23060270990327866	0.8182711636596536	0.9537919643496171
A0A1B0GU86	ACY1	A0A1B0GU86_HUMAN N-acyl-aliphatic-L-amino acid amidohydrolase 	UP000005640	Homo sapiens	0.42639673303287723	0.29064488494953195	1.3318285940793546	0.18748254064067613	0.5297429283722779	-5.125384873006957	3.0	1.3556852962590549	0.1793958504281054	0.5285913226230118
A0A1B0GVI3	KRT10	A0A1B0GVI3_HUMAN Keratin 10 	UP000005640	Homo sapiens	0.04398171238703305	-0.23827869214024114	0.20515023609476996	0.8380840552826421	0.9593992743364143	-5.934541626744337	10.0	0.2126294018944725	0.832211110335531	0.9581572186904664
A0A1T5CWB9	pckA	A0A1T5CWB9_9FIRM Phosphoenolpyruvate carboxykinase (ATP) 	UP000191179	Candidatus Weimeria bifida	-0.025087886676357307	-1.6599248149405184	-0.08244093576307464	0.9345447732217214	0.9764596217394608	-5.951265150616307	1.0	-0.07865805022240502	0.9375207161339736	0.9763887065499733
A0A1T5E2W9	rpmC	A0A1T5E2W9_9FIRM 50S ribosomal protein L29 	UP000191179	Candidatus Weimeria bifida	1.1630830492026807	0.8326754497859566	2.114125910666162	0.03827408552697237	0.3483945628765374	-3.908547126888511	1.0	2.1484717826653386	0.035007722080658284	0.3268144906576832
A0A1T5E3M1	rpsJ	A0A1T5E3M1_9FIRM 30S ribosomal protein S10 	UP000191179	Candidatus Weimeria bifida	-1.2564924611147474	-1.9734286546211022	-2.477539488262154	0.015788005821772786	0.25610853360821517	-3.1799483744878843	1.0	-2.5047006151966236	0.01449761656904434	0.23650982537099846
A0A1T5GFV4	groEL	A0A1T5GFV4_9FIRM Chaperonin GroEL 	UP000191179	Candidatus Weimeria bifida	0.6597745521807896	0.2077660848560827	1.5933073181315418	0.11585369220647675	0.4672435964294969	-4.7749675969033625	1.0	1.583672082279707	0.11760916443271756	0.4738456190187751
