accession	gene	description	ppid	organism	logFC	AveExpr	t	P.Value	adj.P.Val	B	count	sca.t	sca.P.Value	sca.adj.pval
A0A1B0GU86	ACY1	A0A1B0GU86_HUMAN N-acyl-aliphatic-L-amino acid amidohydrolase 	UP000005640	Homo sapiens	0.8200523329483784	-0.33007990926518843	1.2360377294576574	0.22345684261916193	0.8491534031548059	-4.648178891848315	1.0	1.242664956142795	0.2208040649838493	0.8420776037464316
A0A2R8YCR2	CTRB2	A0A2R8YCR2_HUMAN Chymotrypsinogen B2 	UP000005640	Homo sapiens	-0.7501488062760852	-0.4623347096216979	-1.8515040058038112	0.07128520312017042	0.8270323279849913	-4.032457303796061	3.0	-1.8571761701377993	0.07022485851983942	0.8055610551181117
A0A4S2AFT8	D3Z42_00535	A0A4S2AFT8_9FIRM Cold-shock protein 	UP000191179	Candidatus Weimeria bifida	-0.368186404937418	-0.08304442540824397	-1.1806765375597137	0.24451376634779223	0.8497855486185566	-4.692898371459659	1.0	-1.1439162819622382	0.2590605848974215	0.8420776037464316
A0A5H1ZRQ3	IGKC	A0A5H1ZRQ3_HUMAN Immunoglobulin kappa constant (Fragment) 	UP000005640	Homo sapiens	-0.9421385327479013	2.8037288628732475	-1.6739647277024663	0.10172646500576009	0.8270323279849913	-4.231343975657953	12.0	-1.7075594995646042	0.09501450674298233	0.8055610551181117
A0A7I2V2R5	DPP4	A0A7I2V2R5_HUMAN Dipeptidyl peptidase 4 	UP000005640	Homo sapiens	0.037266243428504264	0.7217900883483682	0.2151921694468341	0.8306809486242367	0.9603834123480739	-5.15398598693681	14.0	0.22873612334667956	0.8201711197411635	0.9603551465026197
A0A9L9PXQ4	LAMP2	A0A9L9PXQ4_HUMAN Lysosomal associated membrane protein 2 	UP000005640	Homo sapiens	-0.7899741794399464	0.5310533319257313	-1.2724157104292533	0.21037155189366152	0.8491534031548059	-4.617784547572108	1.0	-1.277266058549423	0.2084421970581013	0.8420776037464316
A6KWL6	BVU_0100	A6KWL6_PHOV8 Uncharacterized protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3654960675488735	-0.15713227981422526	1.2274521785894148	0.22663137713429243	0.8491534031548059	-4.655235962128437	2.0	1.2137157674983348	0.23155830481300319	0.8420776037464316
A6KWV5	BVU_0191	A6KWV5_PHOV8 ROK family transcriptional repressor, with glucokinase domain 	UP000002861	Phocaeicola vulgatus dnLKV7	0.2844196044077985	0.44528661219825977	1.2385982043412842	0.22251651224883737	0.8491534031548059	-4.646065636474971	4.0	1.2333880196143945	0.22420920636390596	0.8420776037464316
A6KX09	BVU_0251	A6KX09_PHOV8 Glutamate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.01596475186030477	0.6991179512738832	-0.09123193784356275	0.9277511553619318	0.9785236066503957	-5.167269240995034	9.0	-0.0951225726173867	0.9246645617332361	0.9752680949624183
A6KX14	mdh	A6KX14_PHOV8 Malate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2672001758455751	1.3607182003106917	-1.0385698998840518	0.3050716722871153	0.8516374142038584	-4.799050131760236	4.0	-1.0384652814612512	0.3049257874619662	0.8438492098304367
A6KX25	BVU_0269	A6KX25_PHOV8 branched-chain-amino-acid transaminase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.2599762503872324	-0.6393851792964264	-0.8594045258026716	0.39509849728492463	0.8516374142038584	-4.9146908901671695	1.0	-0.830269610910583	0.41102617928704344	0.8438492098304367
A6KX81	BVU_0325	A6KX81_PHOV8 Electron transfer flavoprotein beta-subunit 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.886231927119536	-0.8763120283994494	-2.7425848778287993	0.008986250032533826	0.42320165744535687	-2.817928141356591	1.0	-2.6655836181378896	0.010821377065666481	0.38235532298688235
A6KXA0	groEL	CH60_PHOV8 Chaperonin GroEL 	UP000002861	Phocaeicola vulgatus dnLKV7	0.29992294501224764	0.461305560440113	1.078651334948064	0.287028186016474	0.8516374142038584	-4.770383348832778	7.0	1.1028273429778308	0.27630798769930914	0.8420776037464316
A6KXC8	BVU_0373	A6KXC8_PHOV8 Nucleotidyltransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.64185733798117	0.7947620218696351	-1.7268751072510349	0.09169413835042019	0.8270323279849913	-4.173782154883162	1.0	-1.6962445015544265	0.09715381393321434	0.8055610551181117
A6KXJ6	BVU_0445	A6KXJ6_PHOV8 FKBP-type peptidyl-prolyl cis-transisomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.13773044746545615	-2.0117865813733022	0.21124112537308248	0.8337422501159757	0.9603834123480739	-5.1545748441385495	1.0	0.2122919081083046	0.8328942117277757	0.9603551465026197
A6KXK8	BVU_0462	A6KXK8_PHOV8 Malate dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.7173313587184038	0.24379660216368362	2.6293642713487144	0.011977405399396892	0.42320165744535687	-2.9895021002025284	6.0	2.6812012644654275	0.010399871074629348	0.38235532298688235
A6KXL2	tpiA	TPIS_PHOV8 Triosephosphate isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.15042501792300433	1.0060356962417114	-0.5848126244433227	0.561868139982991	0.8516374142038584	-5.051128417252014	8.0	-0.6000209714850344	0.5516783075484633	0.8438492098304367
A6KXR9	BVU_0523	A6KXR9_PHOV8 phosphate acetyltransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.37108573468815464	-2.620393372375356	1.1086976046821155	0.2740012985599729	0.8516374142038584	-4.748234285292063	3.0	1.1053682892578562	0.27521841508526224	0.8420776037464316
A6KXS0	ackA	ACKA_PHOV8 Acetate kinase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.21603911695948433	0.30228094225438545	0.4428960504060827	0.6601615064870408	0.8915147758208775	-5.10174026100283	1.0	0.44120807118179955	0.6612988889988447	0.8923308453467647
A6KXT1	BVU_0535	A6KXT1_PHOV8 Glycoside hydrolase family 29, candidate alpha-L-fucosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.05255868288886667	-2.6103871014367557	0.16387876962601022	0.8706291967857644	0.9603834123480739	-5.160786186976093	1.0	0.15917430262115173	0.8742855814858755	0.9603551465026197
A6KXZ0	rhaA	A6KXZ0_PHOV8 L-rhamnose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.2044259188400029	-0.30319060857894137	0.8287353856701786	0.4120374362434377	0.8516374142038584	-4.9324063574235355	7.0	0.8486542637875798	0.40082852273992486	0.8438492098304367
A6KY06	BVU_0612	A6KY06_PHOV8 Glycosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.35431958842175915	-1.1702271023692603	0.6148818902720121	0.5420196001636002	0.8516374142038584	-5.038646380079754	1.0	0.6159996286929746	0.5411800966923417	0.8438492098304367
A6KYJ2	rplB	RL2_PHOV8 Large ribosomal subunit protein uL2 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.05404379744185486	0.24079704987758277	-0.19745807253767225	0.8444416456816919	0.9603834123480739	-5.15654385012713	2.0	-0.1942924942155544	0.8468726084739002	0.9603551465026197
A6KYJ5	rplC	RL3_PHOV8 Large ribosomal subunit protein uL3 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.9961927693148518	0.17617897348093808	-1.455486746324389	0.15312487920827125	0.8270323279849913	-4.452954597331093	1.0	-1.4642532308239564	0.15048298973743054	0.8420776037464316
A6KYK4	rplL	RL7_PHOV8 Large ribosomal subunit protein bL12 	UP000002861	Phocaeicola vulgatus dnLKV7	0.11730364826670181	3.334619457252872	0.4730088814929695	0.6387073978919444	0.879259534760339	-5.09215136863068	2.0	0.46226400680954627	0.6462498966472294	0.8782370390334144
A6KYK5	BVU_0815	A6KYK5_PHOV8 50S ribosomal protein L10 	UP000002861	Phocaeicola vulgatus dnLKV7	0.5879244929820573	-2.0225822554374866	1.8953907935927585	0.06508268359616275	0.8270323279849913	-3.9808227598159425	2.0	1.8781416529554409	0.06723384055218459	0.8055610551181117
A6KYK6	rplA	RL1_PHOV8 Large ribosomal subunit protein uL1 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.22677930034613564	0.2285612105695027	-0.5937233204791247	0.5559484225016598	0.8516374142038584	-5.047493262732244	1.0	-0.584219346598253	0.5621611630897172	0.8438492098304367
A6KYK7	rplK	RL11_PHOV8 Large ribosomal subunit protein uL11 	UP000002861	Phocaeicola vulgatus dnLKV7	0.20299425722796638	-1.0200811201360882	0.5934254913839647	0.5561457710532582	0.8516374142038584	-5.047615631520051	2.0	0.5906399464196944	0.5578897108985731	0.8438492098304367
A6KYK9	tuf	EFTU_PHOV8 Elongation factor Tu 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.26757766437945774	0.33111658398752036	-0.9515271087136292	0.34689496834642297	0.8516374142038584	-4.857803587171731	3.0	-0.9412520662179333	0.35189530679247105	0.8438492098304367
A6KYQ1	BVU_0870	A6KYQ1_PHOV8 Putative outer membrane protein OmpH 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3085496804565233	0.3329935065026068	1.338362825651906	0.18812964766718562	0.8491534031548059	-4.5606705705525075	5.0	1.3549851783644649	0.18258113748234417	0.8420776037464316
A6KYR0	BVU_0879	A6KYR0_PHOV8 Putative plasminogen binding protein 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.07621726885450308	-0.505342845407461	-0.2848219941331234	0.7772096879926214	0.9603834123480739	-5.141824932424879	4.0	-0.28514256729206716	0.7769199209397759	0.9575989723211191
A6KZ07	pckA	A6KZ07_PHOV8 Phosphoenolpyruvate carboxykinase (ATP) 	UP000002861	Phocaeicola vulgatus dnLKV7	0.046569411880675204	0.8734038287961589	0.24404011240277143	0.8084129373612707	0.9603834123480739	-5.149356950618908	25.0	0.2615518330194189	0.7949304086792409	0.9603551465026197
A6KZ09	BVU_0978	A6KZ09_PHOV8 2-oxoglutarate synthase subunit KorB 	UP000002861	Phocaeicola vulgatus dnLKV7	0.18635336562940852	-1.8575523932115847	0.7792949033488662	0.4402668601775739	0.8516374142038584	-4.959665967260622	2.0	0.7594266979670651	0.4517892487051046	0.8438492098304367
A6KZ10	BVU_0979	A6KZ10_PHOV8 2-oxoglutarate synthase subunit korA 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.20406489652960524	1.2270079766315893	-0.871588056775522	0.38849222811629636	0.8516374142038584	-4.9074829389048835	1.0	-0.8160475496546916	0.4190233464377048	0.8438492098304367
A6KZ12	BVU_0982	A6KZ12_PHOV8 NAD dependent nucleotide-diphosphate-sugar epimerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.12925646290370874	-1.22195010717569	0.6447688147691951	0.52265702631297	0.8516374142038584	-5.025635255337337	2.0	0.617850903481005	0.539970493719107	0.8438492098304367
A6KZ30	BVU_1001	A6KZ30_PHOV8 Glycoside hydrolase family 51, candidate alpha-L-arabinofuranosidase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.5736193924779758	-1.037926271678428	-1.7211184882372983	0.09274410171009662	0.8270323279849913	-4.180116328506881	3.0	-1.7156717040016198	0.0935049175685442	0.8055610551181117
A6KZ78	acpP	ACP_PHOV8 Acyl carrier protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.36445835517073477	1.1683613066049967	1.2122987874297593	0.23231555369329596	0.8491534031548059	-4.66758271902013	1.0	1.1704931582663773	0.24832419237204734	0.8420776037464316
A6KZD3	BVU_1106	A6KZD3_PHOV8 Gluconate 5-dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.42365610307220325	0.9270952019282016	-1.0153570543584727	0.3158711843908778	0.8516374142038584	-4.815189407408148	1.0	-1.0042338870641385	0.32094951943662464	0.8438492098304367
A6KZJ0	BVU_1163	A6KZJ0_PHOV8 Putative coenzyme A transferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.09229656653926854	1.0319485216921795	0.31728935682676485	0.7526290700377988	0.95205693666604	-5.135002485679106	2.0	0.3133362213924967	0.7555578747522786	0.9534420800445421
A6L048	fucI	FUCI_PHOV8 L-fucose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.12370248877811946	0.045255604705858765	0.8632351138245438	0.3930138881624632	0.8516374142038584	-4.912435079978729	7.0	0.8972109531492416	0.3746608844896374	0.8438492098304367
A6L050	gpmI	GPMI_PHOV8 2,3-bisphosphoglycerate-independent phosphoglycerate mutase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.11426760857062293	0.2101091046230051	-0.5497313591103304	0.5854763658916069	0.8516374142038584	-5.064916767885521	6.0	-0.5618624993323647	0.57716101615761	0.8438492098304367
A6L091	gcvH	GCSH_PHOV8 Glycine cleavage system H protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3446969090000904	-0.034971874027159226	0.7665625282610915	0.4477190357770029	0.8516374142038584	-4.9664252745903985	1.0	0.7609868082273201	0.45086675991209924	0.8438492098304367
A6L0S4	BVU_1602	A6L0S4_PHOV8 Purine nucleoside phosphorylase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.7783709917297554	-0.8123019569907081	1.1110627902613823	0.2729939120223929	0.8516374142038584	-4.746466878662306	1.0	1.118275969768953	0.2697304380944232	0.8420776037464316
A6L0X6	BVU_1659	A6L0X6_PHOV8 Meso-diaminopimelate D-dehydrogenase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.5185984688416885	-0.5328438705940541	1.4270192959648222	0.16112187050524518	0.8270323279849913	-4.479864377710819	1.0	1.3995756468537917	0.16889755507433188	0.8420776037464316
A6L0Y8	BVU_1671	A6L0Y8_PHOV8 Fructose-bisphosphate aldolase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1622205281405135	-0.15228722373261588	0.5909781020243605	0.5577688093824278	0.8516374142038584	-5.048618914864903	2.0	0.5816099733195194	0.5639017735720695	0.8438492098304367
A6L1A1	BVU_1789	A6L1A1_PHOV8 Aldehyde dehydrogenase A 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.08281633630047458	-1.4161274412184333	-0.22771142341485093	0.8209987290070746	0.9603834123480739	-5.152048296203538	2.0	-0.22718350805984058	0.821370361604366	0.9603551465026197
A6L1A7	kduI	A6L1A7_PHOV8 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.27644408277182336	-0.16433334739041536	1.0404854062819755	0.30419198271951914	0.8516374142038584	-4.797703128071571	1.0	0.9911123370084618	0.32724020845435164	0.8438492098304367
A6L1D3	purH	A6L1D3_PHOV8 Bifunctional purine biosynthesis protein PurH 	UP000002861	Phocaeicola vulgatus dnLKV7	0.0522819637528229	1.0288291636432947	0.2006680881586822	0.8419470622414444	0.9603834123480739	-5.156097108998503	2.0	0.19681053176041208	0.8449139786903092	0.9603551465026197
A6L1H0	BVU_1859	A6L1H0_PHOV8 Fumarate hydratase class I 	UP000002861	Phocaeicola vulgatus dnLKV7	0.008368186093495433	-0.8492304841979232	0.029297910945441673	0.9767686878106439	0.9849711024549277	-5.169881636062961	3.0	0.02900511130199992	0.9769962925391406	0.9850043441695782
A6L1J7	BVU_1886	A6L1J7_PHOV8 Thioredoxin 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.28531865834717707	-0.8486196897736649	-0.9174425258014577	0.3642591201009854	0.8516374142038584	-4.8794907156385605	2.0	-0.9092104181507995	0.3683665364801444	0.8438492098304367
A6L1N6	BVU_1927	A6L1N6_PHOV8 Aminoacyl-histidine dipeptidase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.12500243171597103	-0.08526959826182146	-0.478208239970887	0.6350339463992918	0.879259534760339	-5.090432784578122	5.0	-0.48457741860595666	0.6304642721197611	0.8665226306050182
A6L1U4	BVU_1986	A6L1U4_PHOV8 Enoyl-[acyl-carrier-protein] reductase [NADH] 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3156616659177097	-0.8758194106791801	1.0226980163726072	0.31242808380265524	0.8516374142038584	-4.81012227597072	2.0	1.0131405453285762	0.3167264331357494	0.8438492098304367
A6L1X1	purA	PURA_PHOV8 Adenylosuccinate synthetase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.7115205865092218	2.641780308662626	-1.6498196694400213	0.10659699114932135	0.8270323279849913	-4.257117793984424	2.0	-1.6547785183314498	0.1053370505260399	0.8055610551181117
A6L1Z2	BVU_2041	G1095_PHOV8 Glycosyl hydrolase family 109 protein 5 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.269484436105737	-0.5419752751544056	-0.8066064955742303	0.4245326083883586	0.8516374142038584	-4.944806128453111	2.0	-0.8020217227777338	0.42700231341828254	0.8438492098304367
A6L223	BVU_2072	A6L223_PHOV8 Aminopeptidase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1849975695047601	-1.2629259228927694	0.7120033894369355	0.48048183864930394	0.8516374142038584	-4.99417260500043	3.0	0.7011404182152241	0.48703687164104026	0.8438492098304367
A6L2F3	pgk	A6L2F3_PHOV8 Phosphoglycerate kinase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.04627749821935312	0.5295219833645071	-0.27835528484546274	0.7821342051808553	0.9603834123480739	-5.143096401174832	6.0	-0.2853842250727008	0.776736048125741	0.9575989723211191
A6L2N1	pfp	A6L2N1_PHOV8 Pyrophosphate--fructose 6-phosphate 1-phosphotransferase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.31483246656220215	-0.2844100188745947	1.1032282915508456	0.27634088203880613	0.8516374142038584	-4.7523079584027	5.0	1.118482181573208	0.2696433980705927	0.8420776037464316
A6L2R5	araA	ARAA_PHOV8 L-arabinose isomerase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.133855071335241	-0.8579550684183755	-0.5589044957648018	0.5792572743832012	0.8516374142038584	-5.0613920276127535	6.0	-0.570463553057086	0.5713672435059792	0.8438492098304367
A6L2S5	grpE	A6L2S5_PHOV8 Protein GrpE 	UP000002861	Phocaeicola vulgatus dnLKV7	0.03700983261153867	-2.5792850212885776	0.10431354762420224	0.9174275181478837	0.9785236066503957	-5.166374176660104	1.0	0.10213419992442807	0.9191305282828399	0.9752680949624183
A6L2W2	BVU_2367	A6L2W2_PHOV8 Putative rubrerythrin 	UP000002861	Phocaeicola vulgatus dnLKV7	0.011095184122763557	1.3778090109012815	0.05743103808368618	0.9544799315949163	0.9843668112170272	-5.169027687051787	4.0	0.056719621510189576	0.9550343719433352	0.9841862670250487
A6L2X7	dnaK	DNAK_PHOV8 Chaperone protein DnaK 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1565985051709376	0.09545546830421606	0.8960093997199484	0.3754617595111297	0.8516374142038584	-4.892744325826404	21.0	0.9654165379488779	0.3397978282316616	0.8438492098304367
A6L384	BVU_2491	A6L384_PHOV8 Propionyl-CoA carboxylase beta chain 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.03322221681009252	-0.9481634496967487	-0.10185075292754703	0.9193700387774005	0.9785236066503957	-5.166551829721122	1.0	-0.09907021918570869	0.9215483392033121	0.9752680949624183
A6L3A7	BVU_2514	A6L3A7_PHOV8 GGGtGRT protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3233749613709553	0.5289574728339851	1.804767659513673	0.07843564139407261	0.8270323279849913	-4.08638457819508	12.0	1.9014918341459248	0.06403108356938624	0.8055610551181117
A6L3A8	BVU_2515	A6L3A8_PHOV8 NifU homolog involved in Fe-S cluster formation 	UP000002861	Phocaeicola vulgatus dnLKV7	0.02815124263882749	0.0651806352581292	0.14146117014300613	0.8881962080023852	0.9641515563317025	-5.163180195994512	7.0	0.14544405806912522	0.885047903252809	0.9671657499463685
A6L3D6	purC	A6L3D6_PHOV8 Phosphoribosylaminoimidazole-succinocarboxamide synthase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.08433582791569556	-0.11590688831913017	-0.30890765653495506	0.7589510485686828	0.95205693666604	-5.1368337887789295	2.0	-0.3039073304337762	0.7626814675317807	0.9567365154836538
A6L3F1	BVU_2558	A6L3F1_PHOV8 Acetohydroxy-acid isomeroreductase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.028146692570379883	-0.33626033337371947	-0.07465602781261801	0.940850300370971	0.9843668112170272	-5.16823146107687	2.0	-0.07457794363649914	0.9409004537743708	0.9841862670250487
A6L3H5	BVU_2584	A6L3H5_PHOV8 30S ribosomal protein S1 	UP000002861	Phocaeicola vulgatus dnLKV7	0.061468238546324994	1.3095115154960435	0.21780914361021736	0.8286547580854287	0.9603834123480739	-5.153589967875052	1.0	0.20892559127547797	0.8355044919345969	0.9603551465026197
A6L3J9	BVU_2608	A6L3J9_PHOV8 Myo-inositol-1-phosphate synthase 	UP000002861	Phocaeicola vulgatus dnLKV7	-0.045456155860295236	0.07519447285684511	-0.1666147576694203	0.8684895449369772	0.9603834123480739	-5.1604699764090025	1.0	-0.1592099987324698	0.874257631875908	0.9603551465026197
A6L3M9	eno	ENO_PHOV8 Enolase 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3158738978523852	-1.6520571314017445	1.2164300951111007	0.23075555810210918	0.8491534031548059	-4.664230395836147	1.0	1.1554141627968473	0.2543755106116843	0.8420776037464316
A6L3Z8	BVU_2762	A6L3Z8_PHOV8 DUF4301 domain-containing protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.07791972705762995	0.6293427444144193	0.165400245265565	0.8694392198536187	0.9603834123480739	-5.160610988193586	1.0	0.16453549662966696	0.8700896734001294	0.9603551465026197
A6L3Z9	BVU_2763	A6L3Z9_PHOV8 Peptide-N-glycosidase F N-terminal domain-containing protein 	UP000002861	Phocaeicola vulgatus dnLKV7	0.3000284856190565	-1.67403975570176	0.8150853958600166	0.4197180402950822	0.8516374142038584	-4.940093022501562	1.0	0.8001084049194662	0.4280978213442169	0.8438492098304367
A6L411	BVU_2775	A6L411_PHOV8 Glycosyltransferase family 4 	UP000002861	Phocaeicola vulgatus dnLKV7	0.1983283796919011	-0.6673788736283603	0.6374224806467863	0.5273820771068118	0.8516374142038584	-5.028889216300023	1.0	0.6174487148205469	0.5402331602715617	0.8438492098304367
